source_id,source_id_dr2,source_id_dr3,RA,DEC,V_mag,Phot G Mean Mag,Phot BP Mean Mag,Phot RP Mean Mag,BP-RP,Parallax,T_eff [K],Mass [M_Sun],Luminosity [L_Sun],Radius [R_Sun],HZ_limit [AU],Orbital Period [days],Semi-Amplitude_σ_RV_total [m/s],HZ Detection Limit [M_Earth],Semi-Amplitude_σ_photon [m/s],HZ Detection Limit (σ_photon) [M_Earth],σ_photon [m/s],σ_granulation [m/s],σ_p-mode [m/s],"σ_RV,total [m/s]",Density [Solar unit],logg_gaia,log_rhk,activity_noise_floor [m/s],rhk_source,Gaia Spectral type,HD Number,GJ Number,HIP Number,Object Type,Stellar Parameter Source,SIMBAD Spectral Type,Readable Spectral Type (experimental),Distance [pc],HWO_match,LOPS2_match,TESS_confirmed_match,TESS_candidate_match,sum_score
Gaia DR3 2791782794564103808,2791782794564103808,2791782794564103808,16.90830744929983,22.95280031332393,8.398182445340156,8.033944129943848,8.63361644744873,7.298381328582764,1.335235118865967,48.68069798652214,4488.907,0.73360217,0.22502872,0.7274849,0.6993775264486813,249.3908228905306,0.1137347082056103,0.9111400841059024,0.05016526836124941,0.4018789651373045,0.2641465911601408,0.7337565361517896,0.3110687551322458,0.5988732134903108,1.905410952608699,4.5274,-4.68203571825,4.14782770120562,HD_number_match,K,HD 6660,GJ 9040,5286,PM*,GAIA,K4V,K4V,20.54202263650497,0,0,0,1,0.5
Gaia DR3 2396530698208685312,2396530698208685312,2396530698208685312,345.0628353199427,-22.5240892127515,7.848499027075768,7.259579181671143,8.09384536743164,6.360364437103271,1.733480930328369,121.472361391852,3873.5933,0.63542384,0.10074715,0.7218945,0.4852577446490239,154.8710431124529,0.09037591744705673,0.5612763000781841,0.03062495164001108,0.1901951319791391,0.1612885380348658,0.6101825572245431,0.2091257434661461,0.4759713507449714,1.689049221463737,4.4634,-4.50094731668,8.287574668900238,HD_number_match,K,HD 217357,GJ 884,113576,PM*,GAIA,K7+Vk,K7V,8.232325349913523,0,0,0,0,0.0
Gaia DR3 3689602277083844480,3689602277083844480,3689602277083844480,192.6813956424772,-0.7698943811117503,8.455028064360619,7.822748184204102,8.702163696289062,6.89679479598999,1.805368900299072,93.85471265143892,3844.086,0.63799536,0.09920069,0.6502,0.4822833366447401,153.1397338623787,0.09305125586578901,0.5772821418658055,0.03922649339769655,0.2433578560096861,0.2065898480799717,0.6053509076220495,0.206332560385812,0.4900627904224741,2.32100793238763,4.4913,-4.52610123671,7.527867165596311,HD_number_match,K,HD 111631,GJ 488,62687,PM*,GAIA,M0V,M0V,10.65476598616669,0,0,0,0,0.0
Gaia DR3 145421309108301184,145421309108301184,145421309108301184,67.25019487312947,21.92347532672426,8.29766844391346,7.704111576080322,8.543143272399902,6.804500102996826,1.738643169403076,89.05460882101701,3969.073,0.6576647,0.122205526,0.7177415,0.5316547255887799,174.5763923657529,0.09820007995697551,0.6494338807828295,0.0409459655700582,0.2707909946123635,0.2156368045072879,0.6414462439268362,0.2286257370596673,0.5171584342797138,1.778690386939677,4.5234,-4.58116584724,6.099085107145009,HD_number_match,K,HD 28343,GJ 169,20917,PM*,GAIA,M0.5V,M0.5V,11.2290651010529,0,0,0,0,0.0
Gaia DR3 866177431955017600,866177431955017600,866177431955017600,110.0293515981532,21.98122098191772,8.082510747804642,7.971240997314453,8.31326675415039,7.16597843170166,1.14728832244873,53.95071404890075,4300.0,0.69,0.1380384264602885,0.669,0.5542511296966425,181.41725770758,0.09729154700923445,0.672913038383363,0.04309461268053503,0.2980621405275896,0.2269493240265184,0.6242816947374398,0.2479913943179192,0.5123668471259564,2.304468294889742,,,,Not found,,,GJ 271,,*,,K6V,K6V,18.53543586269504,0,0,0,0,0.0
Gaia DR3 4364527594192166400,4364527594192166400,4364527594192166400,256.2600548518835,-5.071571994790812,7.695864108662605,7.264702320098877,7.934502124786377,6.470540046691895,1.463962078094482,95.56697122169996,4311.1157,0.67106116,0.14315967,0.7222007,0.5640561961538938,188.8625167070757,0.0979159367850915,0.6737544046809605,0.03614733563180949,0.2487279129327682,0.1903600066048743,0.652855881637412,0.2558294725591564,0.5156473650779947,1.781510507227236,4.6387,-4.75838755708,3.097966058172349,HD_number_match,K,HD 154363,GJ 653,83591,PM*,GAIA,K4/5V,K4/5V,10.46386619996736,0,0,0,0,0.0
Gaia DR3 6721432232656218752,6721432232656218752,6721432232656218752,273.0899537734526,-43.44670335929374,8.344812724895478,7.846924781799316,8.58617115020752,7.012911796569824,1.573259353637695,75.7122251862617,4235.4004,0.66545904,0.13317624,0.6776436,0.5465317232897839,180.8862941944228,0.1013165084731268,0.6833678809403556,0.04783017909843522,0.3226089077493712,0.2518885214596581,0.6406321472493155,0.2457239598220647,0.5335640802479403,2.138539647024254,4.5675,-4.5358731624,7.251879021359678,HD_number_match,K,HD 166348,GJ 707,89211,PM*,GAIA,M0V,M0V,13.20790661666426,0,0,0,0,0.0
Gaia DR3 4706630501049679744,4706630501049679744,4706630501049679744,1.322328801511178,-67.83508132890724,8.455076312074661,8.091019630432129,8.690603256225586,7.35163402557373,1.338969230651855,61.00639982208859,4398.7754,0.7053809,0.14590912,0.63571703,0.5663723162415247,185.3465219198463,0.1011375989660376,0.7149595821152546,0.05182879011258659,0.3663868877575145,0.2729440123358245,0.6207483139810589,0.2553106217855717,0.5326171419366784,2.745567710296219,4.5838,-5.75190102984,0.06947751720917386,HD_number_match,K,HD 55,GJ 3,436,PM*,GAIA,K4.5V,K4.5V,16.39172288343968,0,0,0,0,0.0
Gaia DR3 5970189332424492160,5970189332424492160,5970189332424492160,254.1780947600448,-39.13735925768554,8.499015117764474,8.070219993591309,8.737366676330566,7.284913539886475,1.452453136444092,63.72610362423833,4334.8286,0.676839,0.14595562,0.67735034,0.5687106189059699,190.3871274711876,0.1049786721221311,0.7284427524832972,0.0525435805098121,0.3645977762737038,0.2767054664686451,0.6517829417757197,0.2579770363499194,0.5528396077497748,2.177937013696307,4.6294,,,Not found,K,HD 152705,,,PM*,GAIA,K3/4V,K3/4V,15.69215663798482,0,0,0,0,0.0
Gaia DR3 5835113573101867520,5835113573101867520,5835113573101867520,243.4452503826733,-57.57678559702253,7.486204287257195,7.268626689910889,7.715081691741943,6.643269538879395,1.071812152862549,73.54824313531948,4965.92431640625,0.76233464,0.20099145,0.6895932,0.6403327441419882,214.3280444528563,0.09533468460065977,0.7449594126561734,0.03361139229990141,0.2626444212950959,0.1769957238340269,0.6344640343132405,0.3071069580130522,0.5020271507000897,2.324699077934539,,-5.09630618239,0.8513962583321049,HD_number_match,K,HD 145417,GJ 615,79537,PM*,GAIA,K3VFe-1.7,K3V,13.59651784149522,0,0,0,0,0.0
Gaia DR3 5412947081295024896,5412947081287925504,5412947081295024896,147.782210929189,-43.50488163509864,7.625186750273705,7.196407794952393,7.863672256469727,6.405837535858154,1.457834720611572,88.67366322546205,4300.0,0.6977318,0.17581,0.78265923,0.62550152656897,216.2925521979516,0.1029950178844177,0.7609929934058185,0.0349132011793283,0.2579610355973949,0.1838501946533706,0.696727514216672,0.2764581187254659,0.5423637319624867,1.455359828131016,,-4.96613704302,1.40027233496857,HD_number_match,K,HD 85512,GJ 370,48331,PM*,,K6Vk:,K6V,11.27730561279955,0,0,0,0,0.0
Gaia DR3 5698188160215537920,5698188160215537920,5698188160215537920,119.5199960954203,-25.62772107082267,8.405553788685799,8.074065208435059,8.639631271362305,7.358896732330322,1.280734539031982,54.15647728067208,4600.0,0.73,0.1717854,0.61234236,0.6067051726996051,201.998609211327,0.1024607703575393,0.7626300100904873,0.0505463873264254,0.3762239122570973,0.2661814491382308,0.6364367780855682,0.2784594085018418,0.5395668766090238,3.179361779925579,,-4.57694654161,6.198245031239159,HD_number_match,K,HD 65486,GJ 9246,38939,PM*,,K4-V(k),K4V,18.46501194709151,0,0,0,0,0.0
Gaia DR3 5994771148252505216,5994771148252505216,5994771148252505216,239.4182138238268,-42.62508240537215,8.036714071187973,7.658037185668945,8.272919654846191,6.906684875488281,1.36623477935791,67.84333793843794,4413.7607,0.73,0.17772165,0.71036565,0.6244880014472013,210.944390259485,0.1016829129703043,0.7678518834769519,0.04276521876279312,0.322938759473821,0.2252009048390298,0.6608559974822553,0.2763537481700661,0.535460466941506,2.036465240490391,4.5554,-5.12560703782,0.7611886732630044,HD_number_match,K,HD 142709,GJ 604,78170,PM*,,K4V,K4V,14.73984079184628,0,0,0,0,0.0
Gaia DR3 6288325222245417856,6288325222245417856,6288325222245417856,207.4282987217777,-22.11328889048028,8.153160107531548,7.691279411315918,8.393013954162598,6.880203723907471,1.512810230255127,71.07799890467766,4214.972,0.69,0.17158246,0.75877374,0.621110223454409,215.2146019163071,0.1069155230298773,0.7828087014421552,0.04351235302936948,0.3185865588675542,0.2291331933202787,0.7029977362432115,0.2715781494047186,0.5630101224543812,1.579473028267302,4.5239,-4.76383285662,3.034152869374528,HD_number_match,K,HD 120467,GJ 529,67487,PM*,,K6Va,K6V,14.06905111863229,0,0,0,0,0.0
Gaia DR3 6187271616797377152,6187271616797377152,6187271616797377152,195.5854255859645,-26.7879996824989,8.329882057242394,7.86733865737915,8.569896697998047,7.050626277923584,1.519270420074463,56.94070614147299,4440.0,0.7,0.1737800828749375,0.701,0.6165071607213818,211.3009407922477,0.1065838309025989,0.783096718120142,0.04891845361769853,0.3594154963198833,0.2576035366399138,0.6794764265915281,0.2796120325720114,0.5612681873330188,2.032094901061378,,-4.62753501152,5.108482157809704,HD_number_match,K,HD 113194,,63618,PM*,,K5Vk:,K5V,17.56212853271319,0,0,0,0,0.0
Gaia DR3 3934198156329809152,3934198156329809152,3934198156329809152,190.2775155828128,15.3750202761841,7.88823264585495,7.507833003997803,8.124560356140137,6.753418922424316,1.37114143371582,70.8793049316243,4520.0,0.715,0.19137284,0.7564883,0.6436800632468691,223.0464568381927,0.1042633536996727,0.7910897097897504,0.03961704184627414,0.3005910804209608,0.208617166863281,0.6918768682885671,0.2927632856033883,0.5490345680248091,1.651579163854758,,-4.97541693707,1.351474589441396,HD_number_match,K,HD 110315,GJ 481,61901,PM*,,K4.5V,K4V and K5V,14.10849049612828,0,0,0,0,0.0
Gaia DR3 5849837820492182272,5849837820492182272,5849837820492182272,220.6175467291417,-64.97922859131442,8.454020876011848,8.011326789855957,8.693023681640625,7.214405536651611,1.478618144989014,60.82249807378889,4440.0,0.7,0.1737800828749375,0.701,0.6165071607213818,211.3009407922477,0.1079350553431311,0.7930244849855631,0.0517965082452272,0.3805612471744178,0.2727593111148865,0.6794764265915281,0.2796120325720114,0.5683837065069413,2.032094901061378,,,,Not found,K,,GJ 560,,PM*,,K5V,K5V,16.44128458497078,0,0,0,0,0.0
Gaia DR3 3382815271394515072,3382815271394515072,3382815271394515072,100.3164640384407,23.95648628714462,8.066320527038574,7.743427276611328,8.299935340881348,7.037789344787598,1.26214599609375,57.94513210839474,4580.8833,0.7554935,0.20262486,0.66154236,0.6597368214229916,225.1562372740237,0.1030420658804685,0.8136193722033854,0.04318474559901292,0.340986424357897,0.2274030761417832,0.6692755149589458,0.2956136570432348,0.5426009214179185,2.609502741560593,4.5561,-4.65583180431,4.58478743093614,HD_number_match,K,HD 47752,GJ 241,32010,PM*,GAIA,K3.5V,K3.5V,17.2577050670858,0,0,0,0,0.0
