star_ID  ;prio;sys            ;rad;ram ;ras ;ded;dem;des  ;dis          ;magV     ;magJ ;magH ;magK ;spT   ;Teff ;Teff_sig;met  ;mass ;mass_sig;lum    ;lum_sig;rad   ;rad_sig;vsini ;vsini_sig;logg;logg_sig;age  ;age_sig;Prot;i_star;dd_t1;dd_l1;dd_r1;dd_l2;i_dd  ;i_dd_sig;RV_Prec(390-870) 10m;RV_Prec(390-870) 30m;HZ Rin;HZ Rout;P(HZ);mdl(hz) 10min;mdl(hz) 30min;Notes RL;Notes MH
HD183870;0;Multiple system;19;32;6.704;-11;16;29.790;17.678557854;7.53;5.912;5.451;5.331;K2 V;4960;70;-0.02;0.8;0.02;0.314;0.002;0.76;0.005;-999;-999;4.46;0.04;-999;-999;-999;-999;41;0.0001;26;-999;-999;-999;0.32;0.18;0.53;0.77;213.99;7.73;4.35;-999;
HD184489;0;Unknown system ;19;34;39.840;4;34;57.050;14.4390570718;9.326;6.714;6.142;5.918;M0 V;4030;70;-999;0.61;0.02;0.0783;0.0004;0.573;0.005;-999;-999;4.44;0.06;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.63;0.36;0.27;0.38;86.64;9.39;5.37;-999;
HD187691;2;Multiple system;19;51;1.644;10;24;56.592;19.4881249111;4.976;4.234;3.863;3.902;F8 V;6100;70;0.14;1.21;0.05;2.83;0.02;1.51;0.01;-999;-999;3.85;0.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.57;0.33;1.60;2.31;907.62;29.35;16.99;mdl(hz) > 10mE;
HD188088;2;Multiple system;19;54;17.745;-23;56;27.859;14.1440715124;6.213;4.747;4.158;4.043;K3 V;4860;70;0.25;0.86;0.08;0.716;0.005;1.196;0.008;10.2;3.2;4.39;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.17;0.10;0.81;1.16;385.02;5.24;3.08;BY Dra variable;42 points over 17 nights, HUGE scatter
HD188474;0;Unknown system ;19;56;37.026;-31;20;7.141;19.5475523532;8.44;6.534;6.013;5.869;K3.5 V;4690;70;-999;0.74;0.02;0.199;0.001;0.675;0.005;-999;-999;4.33;0.16;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.47;0.27;0.42;0.61;156.92;9.71;5.58;-999;
HD189245;3;Unknown system ;20;0;20.249;-33;42;12.425;22.1465793501;5.65;4.513;4.641;4.476;F7 V;6350;70;-0.12;1.2;0.05;2.19;0.01;1.22;0.01;60.742;3.375;-999;-999;85;65;-999;-999;-999;-999;-999;-999;-999;-999;2.12;1.22;1.40;2.02;745.56;101.7;58.51;PMS star <100Myr, large vsini;
HD189733;3;Multiple system;20;0;43.713;22;42;39.073;19.7758212899;7.67;6.073;5.587;5.541;K2 V;5108;70;-0.15;0.82;0.02;0.338;0.002;0.742;0.004;4.5;2.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.35;0.20;0.55;0.80;223.68;8.72;4.98;Hot Jupiter, BY Dra variable;One known planet, HD 189733b, P 2.2d, 1.13Mj -> HJ. Was observed on only 4 nights, very intensively each night
HD190007;2;Unknown system ;20;2;47.046;3;19;34.266;12.7151240042;7.46;5.476;4.956;4.796;K5 V;4617;70;0.08;0.74;0.02;0.213;0.001;0.722;0.003;-999;-999;4.48;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.30;0.17;0.44;0.63;166.15;6.32;3.58;BY Dra variable;
HD189567;0;Unknown system ;20;5;32.765;-67;19;15.226;17.9322662439;6.07;4.97;4.724;4.511;G2 V;5800;70;-0.24;1.02;0.02;1.045;0.007;1.04;0.07;0.84;0.92;4.3;0.16;-999;-999;-999;-999;40;3.5e-06;50;-999;-999;-999;0.24;0.14;1.0;1.44;487.32;8.96;5.23;-999;Two known planets, b at 14d, 8.5Me, c at 33.7d, 7Me (Unger et al 2021). Could there be more earth-size planets in the system? Strong signal at 90d, 350d in activity indicators
HD190422;2;Unknown system ;20;7;35.091;-55;0;57.649;24.0923798212;6.25;5.329;5.099;4.951;F9 V;6060;70;-0.07;1.11;0.05;1.49;0.01;1.107;0.007;-999;-999;4.38;0.09;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.74;0.42;1.16;1.67;583.51;31.05;17.62;mdl(hz) > 10mE;
HD190248;0;Unknown system ;20;8;43.609;-66;10;55.443;6.09925686654;3.55;2.299;2.041;1.933;G8 IV;5492;70;0.33;0.99;0.07;1.309;0.006;1.264;0.006;1.51;1.23;2.02;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.07;0.04;1.09;1.57;563.04;2.69;1.54;-999;5323 obs over 391 nights, jump from pre to post. Unbinned shows strong peaks at 1d, binned at ~300d, also in act ind
HD191391;3;Multiple system;20;10;19.570;-20;29;36.373;15.8209323592;8.901;6.485;5.867;5.703;K6 V;4227;70;-999;0.66;0.02;0.1207;0.0007;0.648;0.004;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.56;0.32;0.33;0.48;115.87;9.69;5.54;"Close WDS comp. 0.2""";Big jump from pre to post upgrade datasets, strong linear trend. Taking only the pre-upgrade dataset, and removing the linear, peak in RVs at ~300d, RMS 7.49m/s. Nothing in act ind
HD191408;0;Multiple system;20;11;11.939;-36;6;4.351;6.01224574213;5.32;3.518;2.999;3.008;K2.5 V;5010;70;-0.54;0.8;0.02;0.287;0.002;0.71;0.007;7.75;0.431;3.47;0.08;-999;-999;-999;-999;600;0.0003;0.12;-999;-999;-999;0.11;0.07;0.51;0.73;199.35;2.59;1.65;-999;
HD192263;3;Multiple system;20;13;59.846;0;52;0.770;19.6297052403;7.79;6.115;5.685;5.537;K1.5 V;5030;70;-0.01;0.81;0.02;0.312;0.002;0.736;0.004;3.3;1.82;-999;-999;-999;-999;-999;-999;74;5.9e-05;8;-999;-999;-999;0.36;0.21;0.53;0.77;212.67;8.64;5.1;Warm Jupiter at 24d, BY Dra variable, mdl(hz) > 10mE;One planet, b at 24d, 0.6Mj -> WJ host. Few HARPS obs. Some noise in Halpha. 
HD192310;0;Unknown system ;20;15;17.391;-27;1;58.712;8.81156641454;5.723;4.11;3.582;3.5;K2 V;5159;70;0.0;0.84;0.02;0.393;0.002;0.784;0.004;0.49;0.7;4.47;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.15;0.09;0.60;0.86;248.55;3.93;2.36;-999;"Two known planets, HD 192310 b at 74d, 16Me; c at 525d, 24Me. Also strong peaks in activity indicators"
HD192961;0;Unknown system ;20;19;36.936;-46;25;41.214;18.5034074025;8.708;6.524;5.999;5.785;K5.5 V;4460;70;-0.35;0.71;0.02;0.16;0.0009;0.67;0.005;2.72;1.65;4.32;0.18;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.53;0.31;0.38;0.55;137.44;10.19;5.96;;Strong RV peak at 40d, another at 90d. Nothing strong in act ind -> fitting, 39.6d, 0.04Mj - not really a WJ, too small
HD194640;0;Unknown system ;20;27;44.243;-30;52;4.244;19.3054292659;6.62;5.362;5.067;4.915;G8 V;5600;70;-0.02;0.96;0.02;0.748;0.004;0.919;0.005;-999;-999;4.37;0.09;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.28;0.16;0.82;1.19;375.57;9.21;5.26;-999;
HD196761;0;Unknown system ;20;40;11.755;-23;46;25.919;14.6722871308;6.36;5.296;4.81;4.597;G7.5 IV;5570;70;-0.3;0.92;0.03;0.553;0.003;0.8;0.006;0.74;0.86;4.22;0.11;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.25;0.14;0.72;1.02;309;7.49;4.19;-999;No peaks in RV, scatter low (1.78 m/s). Some peaks at 300-400d in act ind but below FAP lines (save for CRX, which peaks at 50 and 1000d just above)
HD196877;0;Unknown system ;20;42;18.783;-52;41;57.352;12.341428076;8.83;6.274;5.665;5.474;K7 V;4132;70;-0.77;0.63;0.02;0.0868;0.0004;0.575;0.003;7.72;0.429;4.3;0.3;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.52;0.30;0.28;0.40;91.23;8.06;4.65;-999;Nothing in RVs, some signal in NaD1 but others look flat enough. RMS is fairly low
HD199260;3;Unknown system ;20;56;47.332;-26;17;46.960;21.1021216073;5.7;5.077;4.734;4.475;F6 V;6260;70;-0.1;1.14;0.05;1.96;0.01;1.184;0.009;14.15;0.7;-999;-999;400;100;-999;-999;74;1.5e-05;20;-999;-999;-999;1.67;0.96;1.33;1.91;705.34;76.0;43.67;PMS star <500Myr;
HD200779;0;Multiple system;21;5;19.746;7;4;9.472;15.0460559773;8.27;6.04;5.485;5.306;K6 V;4400;70;0.18;0.7;0.02;0.164;0.001;0.697;0.005;4.1;2.0;4.48;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.43;0.25;0.39;0.56;142.91;8.3;4.83;-999;12 obs in 2 seasons. No RV signal, scatter not terrible (2.53 m/s), maybe signal in Na? but few points really
HD200968;3;Multiple system;21;7;10.381;-13;55;22.528;17.3840483972;7.12;5.606;5.106;5.023;K1 IV;5080;70;0.1;0.77;0.08;0.42;0.001;0.83;0.001;7.482;0.416;-999;-999;30;0;-999;-999;-999;-999;-999;-999;-999;-999;0.27;0.16;0.61;0.88;267.65;6.85;4.06;PMS star <100Myr;
HD202575;3;Multiple system;21;16;32.467;9;23;37.775;16.1712862641;7.88;6.066;5.527;5.391;K3 V;4660;70;-0.06;0.75;0.02;0.213;0.001;0.708;0.004;-999;-999;-999;-999;85;65;-999;-999;-999;-999;-999;-999;-999;-999;0.36;0.21;0.44;0.63;165.04;7.63;4.45;PMS star <100Myr;
HD202940;3;Multiple system;21;19;45.627;-26;21;10.399;18.50864724;6.63;5.114;4.72;4.574;G7 V;5190;70;-0.4;0.91;0.06;0.79;0.01;1.1;0.01;-999;-999;-999;-999;4270;-999;-999;-999;22;2.8e-06;140;-999;-999;-999;0.23;0.13;0.85;1.22;403.15;7.47;4.22;"Spectroscopic Binary and close vis. comp. at 0.7""";
HD203040;0;Unknown system ;21;20;13.821;-19;51;8.224;15.7762548433;9.086;6.541;5.905;5.721;K6.5 V;4130;70;-999;0.65;0.02;0.1111;0.0007;0.65;0.005;1.8;1.5;4.45;0.04;-999;-999;-999;44;-999;-999;-999;-999;-999;-999;0.59;0.34;0.32;0.46;110.34;9.94;5.73;-999;Only 4 points over 5 years
HD203608;2;Unknown system ;21;26;26.605;-65;21;58.313;9.25838485625;4.21;3.34;2.992;2.969;F9 V;6190;70;-0.62;1.13;0.05;1.475;0.009;1.057;0.008;-999;-999;3.63;0.24;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.65;0.38;1.16;1.67;578.33;27.52;16.09;mdl(hz) > 10mE;
HD204587;0;Unknown system ;21;30;2.756;-12;30;36.245;17.722169548;9.075;6.656;6.656;5.881;K7 V;4151;70;-999;0.66;0.04;0.1283;0.0007;0.693;0.004;-999;-999;4.46;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.59;0.34;0.34;0.49;120.19;10.34;5.96;;
HD205390;0;Unknown system ;21;36;41.244;-50;50;43.388;14.8147709192;7.14;5.518;5.137;4.97;K1 V;5161;70;-0.18;0.8;0.02;0.31;0.002;0.74;0.037;2.7;3.0;4.702;0.08;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.29;0.17;0.56;0.81;231.51;7.19;4.21;-999;
HD206860;2;Multiple system;21;44;31.330;14;46;18.983;18.1330238631;5.96;4.793;4.598;4.559;G0 V;6040;70;-0.06;1.07;0.02;1.147;0.006;0.979;0.005;-999;-999;4.27;0.13;400;100;-999;-999;80;8.6e-06;13;-999;-999;-999;0.52;0.30;1.02;1.47;490.5;20.09;11.59;HWO target candidate, PMS star 400 Myr, mdl(hz) > 10mE;
HD207129;0;Single system  ;21;48;15.751;-47;18;13.018;15.5589474061;5.57;4.72;4.306;4.236;G2 V;5880;70;0.0;1.06;0.04;1.219;0.008;1.062;0.008;3.9;2.0;4.38;0.1;3000;1000;-999;-999;44.6;9.1e-05;43;0;60.7;1;0.20;0.11;1.05;1.51;513.74;7.8;4.29;HWO target candidate;
HD209100;0;Multiple system;22;3;21.654;-56;47;9.522;3.6384395315;4.69;2.894;2.349;2.237;K5 V;4680;70;-0.18;0.75;0.02;0.213;0.001;0.687;0.005;2.49;1.58;4.48;0.02;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.08;0.05;0.43;0.62;160.43;1.68;1.05;-999;Triple star system (Eps Ind) and one known planet, eps Ind A b at 16510d, 3.25Mj (Feng et al 2019, astrometry). 4514 obs over 137 nights!! Clear offset pre/post. Unbinned shows strong power at 1d, probably aliasing from the time series? Removing one supersampled night, lots of power in all the periodograms form 1-100d, RMS 8.94 - 2.62 m/s removing a linear trend. Binned periodograms show some power around ~280d in RV and act ind
HD210027;3;Multiple system;22;7;0.666;25;20;42.356;11.9039966478;3.77;2.95;2.729;2.5;F5 V;6460;70;-0.09;1.32;0.05;3.55;0.03;1.51;0.01;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.13;0.65;1.79;2.58;1026.8;64.3;36.96;Spectroscopic Binary and too far north;
HD210302;2;Unknown system ;22;10;8.780;-32;32;54.270;18.4579150308;4.92;3.93;3.639;3.704;F6 V;6380;20;0.09;1.3;0.05;2.9;0.02;1.39;0.01;-999;-999;4.02;0.07;2239;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.62;0.94;1.62;2.33;889.11;86.9;50.42;mdl(hz) > 10mE;
HD211415;0;Multiple system;22;18;15.613;-53;37;37.467;14.0659241734;5.39;4.426;3.925;3.913;G0 V;5670;70;-0.21;1.01;0.03;1.215;0.009;1.143;0.008;-999;-999;4.05;0.1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.16;0.10;1.05;1.51;526.3;6.09;3.81;-999;
HD211970;0;Unknown system ;22;22;16.206;-54;33;38.204;13.1303383032;8.98;6.462;5.842;5.663;K7 V;4138;70;-999;0.63;0.02;0.0835;0.0004;0.562;0.003;-999;-999;4.47;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.57;0.33;0.27;0.40;89.22;8.77;5.08;-999;One known planet, b at 25d, 13Mearth. Only 6 obs over 4 years
HD212330;3;Multiple system;22;24;56.369;-57;47;50.841;20.3397552721;5.31;4.318;3.889;3.852;G2 V;5700;70;0.06;1.12;0.13;2.72;0.02;1.69;0.01;-999;-999;3.79;0.12;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.16;0.09;1.57;2.26;914.58;7.84;4.41;"HWO target candidate, WDS comp. at 0.9""";
HIP110778;3;Multiple system;22;26;34.300;-16;44;29.720;19.4144975819;6.213;4.129;4.2;4.102;G2 V;6000;100;-0.18;1.13;0.1;1.98;0.08;1.23;0.07;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.27;0.16;1.26;1.82;656.63;11.92;7.07;Spectroscopic Binary;
HD213042;0;Unknown system ;22;29;15.236;-30;1;6.264;15.7104501201;7.645;5.769;5.285;5.115;K4 V;4630;70;-0.18;0.76;0.02;0.257;0.002;0.786;0.006;1.47;1.21;4.47;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.48;0.69;187.46;7.37;4.24;-999;Rv signal at ~70d, not much in act ind - worth fitting out? -> 70.6d, 28Me, rms 2.45
HD213845;2;Multiple system;22;34;41.636;-20;42;29.577;23.0204698017;5.21;4.532;4.266;4.327;F7 V;6590;70;0.03;1.33;0.05;3.49;0.03;1.43;0.01;23.85;1.325;4.07;0.06;85;65;-999;-999;80;3.4e-06;27;-999;-999;-999;2.76;1.59;1.77;2.56;1008.9;156.79;90.32;vsin(i)~24km/s, mdl(hz) > 10mE;
HD214749;0;Unknown system ;22;40;43.384;-29;40;28.124;13.2758400952;7.83;5.773;5.261;5.039;K4.5 V;4496;70;0.06;0.72;0.02;0.176;0.001;0.692;0.005;-999;-999;3.15;0.32;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.35;0.20;0.40;0.58;147.64;6.96;3.98;-999;
HD216803;3;Multiple system;22;56;24.053;-31;33;56.031;7.60152790711;6.48;4.533;3.804;3.805;K4 V;4632;70;-0.16;0.73;0.02;0.188;0.001;0.673;0.003;2.71;1.65;-999;-999;400;50;-999;-999;-999;-999;-999;-999;-999;-999;0.19;0.11;0.41;0.59;151.14;3.84;2.22;PMS star <500Myr;Most of the 217 obs are on one night! But binning those, RMS is still high
HD217357;0;Unknown system ;23;0;16.122;-22;31;27.650;8.23232273339;7.88;5.346;4.696;4.478;K7 V;4076;70;-0.22;0.63;0.02;0.094;0.0006;0.615;0.003;7.32;0.407;4.48;0.01;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.29;0.42;97.33;5.22;3.01;-999;
HD218511;0;Single system  ;23;9;40.951;-67;43;58.158;14.8377418737;8.29;6.084;5.46;5.325;K6 V;4380;70;-0.1;0.7;0.02;0.156;0.002;0.687;0.006;1.5;1.5;4.34;0.18;1000;400;-999;-999;60;2.2e-05;8.7;-999;-999;-999;0.46;0.26;0.38;0.54;136.2;8.74;4.94;-999;
HD219482;3;Multiple system;23;16;57.687;-62;0;4.312;20.4426236881;5.647;5.1;4.606;4.437;F6 V;6260;70;-0.1;1.11;0.05;1.9;0.01;1.174;0.009;8.78;0.44;-999;-999;430;200;-999;-999;83;2.65e-05;15.6;-999;66.3;19.8;1.63;0.94;1.31;1.89;701.61;72.72;41.94;PMS star <100Myr;
HD219571;3;Multiple system;23;17;25.756;-58;14;8.525;22.6856136912;3.98;3.316;3.077;3.043;F4 V;6720;70;-0.21;1.6;0.2;11.2;0.2;2.47;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;1.89;1.09;3.19;4.59;2215.4;157.9;91.04;overluminous, too hot and massive;
HD219764;0;Unknown system ;23;19;5.399;-60;31;14.386;19.7539448628;8.93;6.742;6.193;6.035;K5 V;4427;70;-999;0.7;0.02;0.1516;0.0008;0.662;0.004;-999;-999;4.43;0.07;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.59;0.34;0.37;0.53;131.78;11.09;6.39;;
HD220339;0;Unknown system ;23;23;4.895;-10;45;51.278;19.1701987758;7.796;6.201;5.74;5.591;K2 V;4950;70;-0.32;0.8;0.02;0.293;0.002;0.735;0.005;1.93;1.39;4.46;0.03;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.35;0.20;0.51;0.74;201.77;8.29;4.73;-999;Hint of RV signal around 250d? Low RMS, 1.66 m/s. Some peaks in Halpha but otherwise quite good
HD221503;3;Multiple system;23;32;49.398;-16;50;44.321;14.5485017953;8.59;6.236;5.607;5.473;K6 V;4242;70;0;0.67;0.02;0.1312;0.0007;0.671;0.003;5.9;2.4;-999;-999;85;65;-999;-999;-999;-999;-999;-999;-999;-999;0.49;0.28;0.34;0.50;121.45;8.70;4.97;PMS star <100Myr;Nothing at all in periodograms, yet scatter high RMS 15.84m/s
HD222237;0;Unknown system ;23;39;37.387;-72;43;19.755;11.4452618905;7.09;5.249;4.745;4.581;K3 V;4760;70;-0.33;0.76;0.02;0.225;0.002;0.698;0.006;1.28;1.13;3.92;0.25;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.25;0.14;0.45;0.65;170.89;5.41;3.03;-999;"RV and activity peaks at 100d, 100d; high RMS"
HD222335;0;Unknown system ;23;39;51.306;-32;44;36.264;18.2750875834;7.191;5.786;5.332;5.265;G9 V;5387;70;-0.19;0.88;0.02;0.425;0.002;0.748;0.004;0.6;0.77;4.46;0.04;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;0.33;0.19;0.62;0.89;255.42;9.0;5.18;-999;Weak 60d peak in RVs, some in act ind close to that but not significant
HD222368;2;Multiple system;23;39;57.041;5;37;34.654;13.6543004219;4.13;3.299;2.988;2.946;F7 V;6240;70;-0.11;1.18;0.07;3.48;0.02;1.6;0.01;-999;-999;3.97;0.11;5000;2000;-999;-999;90;3.1e-06;17;-999;-999;-999;0.75;0.44;1.78;2.56;1074.8;40.18;23.57;mdl(hz) > 10mE;
